"","age","type_employer","fnlwgt","education","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"14853",2,3,137658,5,1,1,1,1,2,0,0,1,1,"Low"
"14854",1,3,398931,2,3,3,1,1,1,0,0,1,1,"Low"
"14855",1,3,311764,3,2,2,3,1,2,0,0,1,1,"Low"
"14856",1,3,98725,7,2,4,2,1,1,0,0,1,1,"High"
"14857",1,3,140854,1,2,7,2,1,1,0,0,1,1,"High"
"14859",2,4,352768,2,3,1,4,1,2,0,0,1,1,"Low"
"14862",1,3,142494,5,2,2,2,1,1,15024,0,1,1,"High"
"14863",2,3,210313,2,2,6,2,1,1,0,0,1,3,"Low"
"14864",1,3,194538,6,2,3,2,1,1,0,0,1,1,"High"
"14865",1,2,26698,5,2,6,2,1,1,0,1485,22,1,"High"
"14866",2,3,211032,5,1,1,4,1,1,0,0,1,1,"Low"
"14867",1,2,107909,1,2,6,2,1,1,0,0,1,1,"High"
"14868",2,3,136077,2,2,6,2,1,1,0,0,1,1,"High"
"14869",2,3,184737,2,1,5,4,1,2,0,1721,3,1,"Low"
"14870",2,3,214689,1,1,3,6,1,1,0,0,2,1,"Low"
"14872",1,2,93793,2,2,3,2,1,1,0,0,1,1,"High"
"14873",2,3,247025,6,3,3,4,1,1,0,0,1,1,"Low"
"14874",1,3,284403,6,2,6,2,2,1,0,0,1,1,"Low"
"14875",2,3,221977,5,2,1,3,1,2,0,0,1,1,"High"
"14876",2,4,339956,5,2,7,2,2,1,0,0,1,1,"Low"
"14877",2,3,161097,2,2,3,2,2,1,0,0,1,1,"High"
"14878",1,3,223696,3,3,3,1,5,1,0,0,1,3,"Low"
"14879",1,3,234500,1,2,1,3,1,2,0,0,1,1,"Low"
"14880",1,1,97005,3,2,3,2,1,1,0,0,1,1,"Low"
"14881",4,3,242615,5,1,1,4,1,2,0,0,2,1,"Low"
"14882",1,3,174938,1,3,7,5,1,1,0,0,2,1,"Low"
"14883",1,3,160120,1,2,1,2,3,1,0,0,1,6,"High"
"14884",1,3,193775,1,3,1,4,1,1,0,0,1,1,"High"
"14885",3,2,59583,3,2,3,2,1,1,0,0,2,1,"Low"
"14886",3,3,157913,1,2,7,2,1,1,0,0,2,1,"Low"
"14887",2,3,308205,5,1,2,4,1,1,0,0,1,1,"Low"
"14889",1,3,201769,3,1,7,1,2,1,13550,0,1,1,"High"
"14890",1,3,330470,5,2,3,2,1,1,0,0,1,1,"Low"
"14891",2,3,184078,2,3,1,1,1,2,0,0,1,1,"Low"
"14892",2,3,123384,4,1,5,4,1,2,0,0,1,1,"Low"
"14893",2,3,330132,1,1,6,1,1,2,0,0,1,1,"Low"
"14894",1,3,274720,3,2,5,2,2,1,0,0,1,3,"Low"
"14895",1,3,129673,1,3,2,1,1,2,0,0,1,1,"High"
"14896",1,4,205584,3,1,3,1,1,1,0,0,1,3,"Low"
"14897",4,3,327127,3,1,3,4,1,1,0,0,2,1,"Low"
"14898",1,3,225892,5,2,3,2,1,1,0,0,1,1,"High"
"14899",1,3,224886,2,2,3,2,1,1,0,0,1,1,"Low"
"14900",1,1,27763,2,2,5,2,4,1,0,0,1,1,"Low"
"14901",1,3,73684,3,2,3,2,1,1,0,0,1,7,"Low"
"14902",2,3,107452,5,2,3,2,1,1,0,0,1,1,"Low"
"14903",1,3,23871,6,3,4,5,1,2,0,0,1,1,"Low"
"14904",3,2,309272,2,2,2,2,1,1,0,0,1,1,"High"
"14905",2,3,469864,1,1,4,1,2,1,0,0,1,1,"Low"
"14906",1,3,286230,3,3,6,4,1,2,0,0,2,1,"Low"
"14907",1,1,186308,4,2,4,2,1,1,0,0,1,1,"Low"
"14908",2,3,113062,1,1,4,4,1,2,0,0,1,1,"Low"
"14909",2,3,86150,3,1,6,4,3,2,0,0,2,6,"Low"
"14910",1,3,262038,3,3,3,1,1,1,0,0,1,3,"Low"
"14911",1,3,279231,6,2,1,2,1,1,0,0,1,5,"Low"
"14913",1,3,183786,2,3,5,5,1,2,0,0,1,1,"Low"
"14914",5,3,339358,3,2,3,6,1,2,0,0,1,3,"Low"
"14915",1,3,287737,1,1,6,1,1,2,0,0,1,1,"Low"
"14916",1,2,99203,6,2,3,2,1,1,0,0,1,1,"Low"
"14917",1,3,297449,1,2,1,2,1,1,7298,0,1,1,"High"
"14918",1,3,113481,7,2,4,2,1,1,0,0,1,1,"Low"
"14919",3,3,204042,2,3,7,1,1,1,0,0,2,1,"Low"
"14920",2,3,43387,1,2,2,2,1,1,0,0,1,4,"High"
"14921",1,3,99233,2,2,1,2,1,1,0,0,1,1,"Low"
"14922",1,2,313729,5,2,3,2,1,1,0,0,1,1,"Low"
"14923",1,3,99679,2,2,3,2,1,1,0,0,1,1,"High"
"14924",4,3,169745,3,1,5,4,1,2,0,0,1,1,"Low"
"14925",1,4,19914,5,4,2,5,4,2,0,0,2,1,"Low"
"14926",1,3,113543,5,2,5,2,1,1,0,0,1,1,"High"
"14927",2,3,224241,5,1,6,4,1,2,0,0,2,1,"Low"
"14928",1,2,137367,5,2,2,2,3,1,0,0,1,9,"Low"
"14929",1,3,263908,1,2,4,2,1,1,0,0,1,1,"Low"
"14930",1,3,280798,5,2,2,2,1,1,0,0,1,1,"High"
"14931",1,1,203849,5,2,3,2,1,1,0,0,1,1,"Low"
"14932",1,2,62546,7,3,4,1,1,1,0,0,1,1,"Low"
"14933",1,3,197344,1,2,2,2,1,1,0,0,1,1,"High"
"14934",1,3,93225,1,1,3,1,1,1,0,0,1,1,"Low"
"14935",1,3,187560,6,2,6,2,1,1,0,0,1,1,"Low"
"14936",2,1,61743,3,1,3,1,1,1,0,0,1,1,"Low"
"14937",2,3,186648,3,3,3,4,1,1,0,0,1,1,"Low"
"14938",1,3,173321,2,2,5,3,2,2,0,0,1,1,"Low"
"14939",1,1,246820,7,2,4,2,1,1,0,0,1,1,"High"
"14941",1,2,291755,5,2,3,2,1,1,0,0,1,1,"Low"
"14942",1,3,104945,3,2,3,2,2,1,0,0,1,1,"Low"
"14943",1,3,85423,2,2,6,2,1,1,0,0,1,1,"High"
"14944",1,3,214235,2,2,5,2,1,1,0,0,1,1,"Low"
"14945",1,2,278632,2,2,3,2,1,1,0,0,1,1,"Low"
"14947",1,1,143392,5,3,1,1,1,2,0,0,1,1,"Low"
"14948",2,3,277408,5,1,5,5,1,2,0,0,1,1,"Low"
"14949",1,2,336793,4,2,3,2,1,1,0,0,1,1,"High"
"14950",1,3,184112,8,2,4,3,1,2,15024,0,1,1,"High"
"14951",1,3,74660,3,2,3,2,1,1,0,0,1,1,"High"
"14952",4,3,395026,3,1,5,4,1,1,0,0,2,1,"Low"
"14953",1,3,171215,5,3,1,1,1,1,0,0,1,1,"Low"
"14954",1,3,121362,1,3,5,1,1,2,0,0,1,1,"Low"
"14955",1,3,409200,6,1,7,1,1,1,0,0,1,1,"Low"
"14956",3,3,268965,3,4,6,5,1,2,0,0,1,1,"Low"
"14957",5,3,136262,2,2,2,2,1,1,0,0,1,1,"High"
"14958",2,3,141323,5,1,5,4,1,1,0,0,1,1,"Low"
"14959",1,1,108083,4,2,4,2,1,1,0,0,1,1,"High"
"14960",2,3,82210,2,1,6,1,1,1,0,0,1,1,"Low"
"14961",1,1,400943,4,2,4,2,1,1,0,0,1,1,"High"
"14962",1,3,308489,1,2,6,2,2,1,0,0,1,1,"Low"
"14963",1,3,187053,2,3,3,1,1,2,0,0,1,1,"High"
"14964",1,3,75826,8,2,4,3,1,2,0,0,1,1,"Low"
"14965",2,3,413345,1,1,1,1,1,2,0,0,1,1,"Low"
"14966",2,3,356567,6,3,7,1,1,1,0,0,1,1,"Low"
"14967",2,3,223811,2,1,3,1,1,1,0,0,1,1,"Low"
"14968",2,3,159313,2,1,3,1,1,1,0,0,1,1,"Low"
"14969",1,3,250170,2,2,3,2,2,1,0,0,1,1,"High"
"14970",1,3,135617,3,2,3,2,1,1,0,0,1,1,"Low"
"14971",1,3,187346,2,1,6,4,1,2,0,0,1,1,"Low"
"14972",1,3,108103,2,2,5,2,1,1,0,0,1,1,"Low"
"14973",2,3,255476,3,1,5,6,1,1,0,0,1,3,"Low"
"14974",2,3,68577,6,2,3,2,1,1,0,0,1,1,"Low"
"14975",1,3,155961,2,1,5,4,2,2,0,0,1,3,"Low"
"14976",2,1,264102,5,1,5,6,2,1,0,0,1,3,"Low"
"14977",1,3,167777,2,2,3,2,1,1,0,0,1,1,"Low"
"14978",1,3,225399,2,2,3,2,1,1,7298,0,1,1,"High"
"14979",2,3,199998,2,3,5,1,1,2,0,0,2,1,"Low"
"14980",1,3,199856,2,2,6,3,1,2,0,0,1,1,"Low"
"14982",1,3,193042,1,2,6,2,1,1,0,0,1,1,"Low"
"14984",1,1,162595,5,3,3,6,1,1,0,0,1,1,"Low"
"14985",2,3,208826,1,1,5,1,1,2,0,0,1,1,"Low"
"14986",1,1,120190,4,3,4,1,1,2,0,0,1,1,"Low"
"14987",1,2,27242,2,2,3,2,1,1,0,0,1,1,"Low"
"14988",1,3,348099,2,1,3,1,1,2,0,1590,3,1,"Low"
"14989",1,3,185041,2,1,4,1,1,2,0,1669,7,1,"Low"
"14990",2,3,309196,1,1,7,1,1,2,0,0,1,1,"Low"
"14991",1,1,254285,7,2,4,2,1,1,0,1887,9,5,"High"
"14992",1,2,336226,2,2,2,2,1,1,3103,0,1,1,"High"
"14993",1,3,240698,1,2,1,2,1,1,0,0,1,1,"High"
"14994",1,3,411797,1,1,4,4,1,2,0,0,1,1,"High"
"14995",2,3,178843,1,1,4,4,1,2,0,0,2,1,"Low"
"14996",1,3,136177,5,3,1,5,1,2,0,0,1,1,"Low"
"14997",1,3,243409,5,2,3,2,1,1,0,0,1,5,"Low"
"14998",1,3,258049,4,2,2,2,1,1,7688,0,1,1,"High"
"14999",1,3,164748,2,2,3,2,1,1,0,0,1,1,"Low"
"15000",1,1,24185,1,2,2,2,1,1,0,0,1,1,"High"
"15001",2,3,167476,5,2,3,2,1,1,0,0,1,1,"Low"
"15002",1,3,106900,4,2,4,2,1,1,0,0,1,1,"High"
"15003",1,3,53497,6,2,3,2,1,1,0,0,1,1,"Low"
"15004",1,3,335704,6,2,6,2,1,1,0,0,1,1,"Low"
"15005",1,3,211022,6,3,4,1,1,1,0,0,1,1,"High"
"15006",2,3,163003,1,1,2,4,3,2,0,0,1,9,"Low"
"15007",1,2,77146,1,2,6,2,1,1,15024,0,1,1,"High"
"15008",1,3,67433,1,1,2,1,1,2,0,0,1,1,"Low"
"15009",2,3,458549,3,2,3,2,1,1,0,0,1,3,"Low"
"15010",2,3,190469,1,1,7,1,1,1,0,0,1,1,"Low"
"15011",2,3,195411,2,1,6,4,2,2,0,0,2,1,"Low"
"15012",2,3,216889,5,1,7,4,1,1,0,0,1,1,"Low"
"15014",2,3,167350,2,1,3,4,1,1,0,0,1,1,"Low"
"15015",2,3,241857,5,1,1,1,2,2,0,0,1,1,"Low"
"15016",1,3,125892,1,2,7,2,1,1,0,0,1,1,"High"
"15017",3,3,272209,2,3,5,5,2,2,0,0,1,1,"Low"
"15018",1,3,175221,2,2,3,2,1,1,0,0,1,1,"Low"
"15019",1,3,180195,1,2,6,2,1,1,0,0,1,1,"High"
"15020",2,3,38090,1,1,6,1,1,1,0,0,1,1,"Low"
"15021",1,3,310085,3,2,3,2,1,1,0,0,1,1,"Low"
"15022",1,4,118686,1,1,4,1,1,2,0,0,1,1,"Low"
"15025",2,3,43937,5,1,5,6,1,2,0,0,2,1,"Low"
"15026",1,3,210438,3,1,3,1,2,1,0,0,1,1,"Low"
"15027",2,3,176724,3,2,3,2,1,1,0,0,1,3,"Low"
"15028",1,2,113364,2,3,3,1,1,1,0,0,1,1,"Low"
"15029",3,2,73986,3,2,3,2,1,1,0,0,2,1,"Low"
"15030",2,1,197932,5,1,1,4,1,2,0,0,2,1,"Low"
"15031",1,3,193285,2,1,3,4,1,1,0,0,1,1,"Low"
"15032",1,1,223342,5,3,1,1,1,2,0,0,1,1,"Low"
"15033",1,3,49749,5,3,1,1,1,2,0,0,1,1,"High"
"15035",1,3,201865,7,2,2,2,1,1,0,0,1,1,"High"
"15036",1,3,322143,3,2,3,2,1,1,15024,0,1,1,"High"
"15038",1,2,275625,1,3,5,5,3,2,0,0,1,7,"High"
"15039",2,3,206599,5,1,1,4,1,2,0,0,2,1,"Low"
"15040",2,3,89813,2,2,3,3,1,2,0,0,1,4,"Low"
"15041",2,1,156848,2,2,7,4,1,1,0,0,1,1,"Low"
"15042",1,3,162494,1,1,1,1,1,2,0,0,1,1,"Low"
"15043",2,3,205407,2,1,1,5,1,1,0,0,1,1,"Low"
"15044",2,3,375313,2,2,3,2,3,1,0,0,1,6,"Low"
"15045",1,4,930948,5,3,1,5,2,2,6497,0,1,1,"Low"
"15046",1,3,127895,5,1,2,5,2,2,0,0,1,1,"Low"
"15047",1,3,248754,3,1,3,1,1,1,0,0,1,1,"Low"
"15048",1,3,188096,2,1,1,1,1,2,0,0,1,1,"Low"
"15049",2,3,216811,5,1,6,4,1,2,0,0,1,1,"Low"
"15050",2,2,113870,4,1,3,4,1,1,0,0,1,1,"Low"
"15051",1,4,343052,2,2,1,3,1,2,0,0,1,1,"Low"
"15052",1,3,280966,5,2,6,2,1,1,0,0,1,1,"Low"
"15053",1,3,42044,2,3,2,1,1,1,0,0,1,1,"Low"
"15054",1,3,309513,2,2,3,2,1,1,0,0,1,1,"Low"
"15055",1,3,163604,4,1,4,1,1,2,0,0,2,1,"Low"
"15056",1,3,224198,2,3,6,1,1,2,0,0,1,1,"Low"
"15057",1,3,338283,5,2,3,2,1,1,0,0,1,1,"High"
"15058",2,3,242375,2,1,5,1,1,2,0,0,1,1,"Low"
"15059",2,3,81286,2,2,3,2,1,1,0,0,1,1,"Low"
"15060",2,3,243368,3,1,3,1,1,1,0,0,1,3,"Low"
"15061",1,3,217803,2,3,6,1,1,2,0,0,1,1,"Low"
"15062",1,2,323020,5,2,5,3,1,2,0,0,1,1,"Low"
"15063",1,3,34278,6,3,5,1,1,1,0,0,1,1,"Low"
"15064",1,3,184579,5,2,7,2,1,1,0,0,1,1,"Low"
"15066",2,3,142673,5,1,1,1,1,2,0,0,1,1,"Low"
"15067",2,3,131714,3,3,3,1,2,2,0,0,2,1,"Low"
"15068",1,1,74784,5,4,1,1,1,2,0,0,1,1,"Low"
"15069",2,1,181372,1,2,4,3,1,2,0,0,1,1,"High"
"15071",1,3,155664,1,2,1,2,1,1,0,0,1,1,"High"
"15072",1,3,174924,2,3,2,1,1,1,14344,0,1,1,"High"
"15073",3,3,113440,1,2,6,2,1,1,0,0,1,1,"Low"
"15074",2,3,147227,1,1,5,1,1,1,0,0,1,1,"Low"
"15075",1,4,207022,1,2,2,2,1,1,7688,0,1,1,"High"
"15076",1,1,123011,4,2,4,2,1,1,0,1977,16,1,"High"
"15077",2,3,184678,2,1,6,1,1,2,0,0,1,1,"Low"
"15078",1,2,182437,6,2,6,2,1,1,15024,0,1,1,"High"
"15079",1,3,98639,1,1,7,1,1,1,0,0,1,1,"Low"
"15080",2,3,174201,5,1,3,4,1,1,0,0,1,1,"Low"
"15081",1,3,123780,2,2,1,3,1,2,0,0,1,1,"Low"
"15082",2,3,374116,2,1,4,6,1,2,0,0,1,1,"Low"
"15083",1,1,212005,6,2,2,2,1,1,0,0,1,1,"High"
"15084",3,3,123965,1,4,5,1,1,2,0,0,1,1,"Low"
"15085",1,3,242619,1,1,4,1,1,1,4650,0,1,1,"Low"
"15086",1,1,138502,1,2,7,2,1,1,7298,0,1,1,"High"
"15087",2,3,113635,2,1,3,1,1,1,0,0,1,4,"Low"
"15088",3,3,664366,1,2,6,2,1,1,0,0,1,1,"High"
"15089",1,3,218311,2,3,6,1,1,2,0,0,1,1,"Low"
"15090",1,3,278557,1,2,6,2,1,1,0,0,1,1,"High"
"15091",1,3,314773,6,2,4,2,1,1,0,0,1,1,"Low"
"15092",2,3,194861,2,1,3,4,1,1,0,0,1,1,"Low"
"15093",4,3,400616,5,1,1,4,1,1,0,0,1,1,"Low"
"15094",2,3,208117,1,1,4,6,1,1,0,0,1,1,"Low"
"15095",1,3,184498,3,2,3,2,1,1,0,0,1,1,"Low"
"15096",1,3,117674,2,2,2,2,1,1,0,0,1,1,"High"
"15097",2,3,162621,5,1,7,4,1,1,0,0,2,1,"Low"
"15098",2,3,368739,1,1,1,1,1,2,0,0,1,1,"Low"
"15099",3,2,196994,1,2,6,2,1,1,0,0,2,1,"Low"
"15100",3,2,420629,6,2,5,2,1,1,0,0,1,1,"Low"
"15101",3,2,245491,1,3,6,1,1,1,99999,0,1,1,"High"
"15102",1,2,276456,6,2,6,2,1,1,3103,0,1,1,"High"
"15103",3,1,169133,5,4,1,1,1,2,0,0,1,1,"Low"
"15104",1,3,99307,2,2,3,2,1,1,5013,0,1,1,"Low"
"15105",1,2,120131,2,2,3,2,1,1,0,0,1,1,"High"
"15106",1,2,456236,5,3,6,4,1,1,0,0,1,1,"High"
"15107",1,3,107123,3,2,3,2,2,1,0,0,1,1,"Low"
"15108",1,1,125461,1,1,2,4,1,1,4650,0,1,1,"Low"
"15109",1,1,36924,4,2,4,2,1,1,0,0,1,1,"High"
"15110",1,3,167065,3,2,3,2,1,1,0,0,1,1,"Low"
"15111",2,3,53642,6,2,1,2,1,1,0,0,1,1,"Low"
"15112",1,3,154668,5,2,4,2,1,1,0,0,1,1,"Low"
"15113",1,4,102238,2,3,3,5,1,1,0,0,1,1,"Low"
"15114",1,3,54595,3,4,5,1,2,2,0,1980,3,1,"Low"
"15115",2,3,152951,2,2,3,2,1,1,0,0,1,1,"Low"
"15116",1,3,257042,5,2,4,2,1,1,0,0,1,1,"Low"
"15117",1,3,74243,6,4,3,1,1,2,0,0,1,1,"Low"
"15118",1,3,149049,5,3,2,1,1,1,14344,0,1,1,"High"
"15119",1,3,117186,1,2,2,2,1,1,0,0,1,1,"Low"
"15120",1,3,178322,1,2,6,2,1,1,0,0,1,1,"High"
"15121",1,1,286911,5,2,1,2,1,1,0,0,1,1,"Low"
"15122",1,3,203635,2,2,1,2,1,1,7298,0,1,1,"High"
"15123",1,2,177271,7,2,4,2,1,1,0,0,1,1,"Low"
"15124",2,3,149427,3,1,3,4,1,1,0,0,1,1,"Low"
"15125",1,3,101656,3,1,3,1,3,1,0,0,1,6,"Low"
"15126",1,3,274363,5,2,3,2,1,1,7298,0,1,1,"High"
"15127",2,3,241025,1,1,5,4,1,1,0,0,2,1,"Low"
"15128",1,2,338836,5,2,2,2,1,1,0,0,1,1,"High"
"15129",1,3,210534,3,3,1,6,1,1,0,0,1,8,"Low"
"15130",2,3,95725,6,1,3,1,1,1,0,0,1,1,"Low"
"15132",1,4,167410,1,3,7,1,4,1,0,0,1,1,"Low"
"15133",1,3,158162,1,1,2,1,1,2,13550,0,1,1,"High"
"15134",1,3,241935,3,2,5,2,2,1,7688,0,1,1,"High"
"15135",2,4,406955,2,1,1,6,1,2,0,0,1,1,"Low"
"15136",1,3,341762,2,2,3,2,1,1,0,0,1,1,"Low"
"15138",2,3,38848,2,2,3,2,1,1,0,0,1,1,"Low"
"15139",1,3,54744,2,2,3,2,1,1,0,0,1,1,"Low"
"15140",2,3,332194,5,1,5,4,2,1,0,0,1,1,"Low"
"15141",1,2,154950,5,2,3,2,1,1,0,0,1,1,"Low"
"15142",1,2,196342,7,1,4,1,1,1,0,0,1,1,"High"
"15143",1,3,201292,2,2,5,2,1,1,0,0,1,1,"Low"
"15144",1,3,339767,5,2,5,3,1,2,0,0,2,4,"High"
"15145",2,3,250066,6,1,5,1,1,2,0,0,1,1,"Low"
"15146",1,3,318886,2,2,3,2,2,1,0,0,1,1,"Low"
"15147",1,1,124076,1,2,4,3,1,2,0,0,1,1,"High"
"15148",2,1,242122,2,3,1,5,2,2,0,0,1,1,"Low"
"15149",4,3,34019,3,1,5,4,1,1,0,0,2,1,"Low"
"15150",1,1,230754,4,1,4,4,2,2,0,0,1,1,"Low"
"15151",2,3,213842,5,2,3,2,1,1,0,0,1,1,"Low"
"15152",2,4,196386,6,2,1,2,1,1,4064,0,1,8,"Low"
"15154",1,3,134737,1,1,6,4,1,1,0,0,1,1,"High"
"15155",1,3,515629,2,3,3,1,1,2,0,0,1,1,"Low"
"15156",1,4,119199,5,3,1,5,1,2,0,0,1,1,"Low"
"15157",1,3,90222,5,1,6,1,1,2,0,0,1,1,"Low"
"15158",2,3,28443,6,1,5,1,1,2,0,0,1,1,"Low"
"15159",2,3,159442,2,1,5,1,1,2,0,0,1,4,"Low"
"15160",1,3,315804,2,3,3,1,1,1,0,0,1,1,"Low"
"15161",1,3,135840,1,2,4,2,1,1,0,0,1,1,"High"
"15163",1,3,118001,3,3,3,1,2,1,0,0,1,1,"Low"
"15164",2,3,207875,5,1,3,4,1,1,0,0,2,1,"Low"
"15165",1,3,164898,2,2,3,2,1,1,0,0,1,1,"Low"
"15166",1,1,170066,2,2,3,2,1,1,0,0,2,1,"High"
"15167",1,3,111994,2,2,5,2,1,1,0,0,1,1,"Low"
"15168",1,3,166636,2,3,5,6,2,2,0,0,1,1,"Low"
"15169",2,1,61737,1,1,4,1,1,1,0,0,1,1,"Low"
"15170",1,2,241885,3,3,3,1,1,1,0,0,1,1,"Low"
"15171",2,3,234190,5,1,6,1,1,1,0,0,1,1,"Low"
"15172",1,3,230899,3,3,3,1,1,2,0,0,1,1,"Low"
"15173",2,3,114158,1,2,4,3,1,2,0,1977,2,1,"High"
"15174",2,3,222442,2,2,6,2,1,1,0,0,1,2,"Low"
"15175",2,3,157612,1,1,4,1,1,2,0,0,1,1,"Low"
"15176",2,3,199903,1,1,1,1,1,2,0,0,2,1,"Low"
"15178",1,2,156687,2,2,3,2,3,1,0,0,1,2,"Low"
"15179",2,3,369522,2,1,3,4,1,1,0,0,1,1,"Low"
"15180",5,3,226297,1,2,2,2,1,1,0,0,1,1,"Low"
"15181",2,3,356017,3,1,5,1,1,1,0,0,1,1,"Low"
"15182",2,3,189257,3,1,3,4,2,2,0,0,2,1,"Low"
"15183",2,3,157541,5,1,3,4,1,1,0,0,1,1,"Low"
"15184",1,3,69251,6,1,6,4,3,1,0,0,1,6,"Low"
"15185",1,1,272944,2,3,5,1,1,1,0,0,1,1,"Low"
"15186",1,3,113667,2,1,6,5,2,2,0,0,2,1,"Low"
"15187",1,3,222011,4,1,4,1,1,2,0,0,1,1,"High"
"15188",1,3,191196,5,2,2,2,1,1,0,0,1,1,"High"
"15189",1,3,169104,4,2,2,2,1,1,0,0,1,1,"High"
"15190",2,3,146679,5,1,2,4,2,1,0,0,1,1,"Low"
"15191",1,3,226985,6,2,5,2,1,1,0,0,1,1,"Low"
"15192",1,3,153066,4,3,2,1,1,1,0,0,1,1,"High"
"15194",2,3,200109,2,2,5,3,1,2,4508,0,1,1,"Low"
"15195",4,1,109445,2,1,5,4,1,1,0,0,2,1,"Low"
"15196",3,3,99491,5,4,5,1,1,2,0,0,2,1,"Low"
"15197",1,3,172571,6,3,3,1,1,1,0,0,1,1,"Low"
"15199",1,3,207113,3,3,3,5,1,1,0,0,1,1,"Low"
"15200",1,4,192712,5,2,4,3,1,2,0,0,1,1,"High"
"15201",2,3,154297,3,1,3,5,2,2,0,0,1,1,"Low"
"15202",3,3,238913,5,2,7,2,1,1,2829,0,2,1,"Low"
"15203",1,3,110402,6,2,3,2,1,1,0,0,1,1,"Low"
"15204",2,3,207213,2,1,3,4,1,1,0,0,1,1,"Low"
"15205",2,3,606111,7,1,4,1,1,2,0,0,1,5,"High"
"15206",2,3,34112,6,1,5,1,1,1,0,0,1,1,"Low"
"15207",2,3,119156,5,1,3,4,1,1,0,0,2,1,"Low"
"15208",2,3,249787,2,1,5,6,2,1,0,0,1,1,"Low"
"15209",2,3,153516,5,1,1,4,1,1,0,0,1,1,"Low"
"15210",2,1,260754,1,1,7,1,2,1,0,0,1,1,"Low"
"15211",2,2,155621,5,1,3,4,1,1,0,0,1,8,"Low"
"15212",1,3,33983,6,1,1,1,1,1,0,0,1,1,"High"
"15213",2,3,306601,1,1,3,1,4,1,0,0,1,3,"Low"
"15214",2,3,270075,1,2,1,3,1,2,0,0,1,1,"Low"
"15215",2,3,109430,2,1,5,1,1,2,0,0,1,1,"Low"
"15216",2,3,187115,1,1,4,4,1,2,0,0,2,1,"Low"
"15217",2,2,463667,2,1,5,1,1,1,0,0,1,1,"Low"
"15218",2,3,52262,2,1,3,1,1,1,0,0,1,1,"Low"
"15219",2,3,144064,2,2,2,2,1,1,0,0,1,1,"Low"
"15222",1,3,268620,5,2,2,3,1,2,0,0,1,1,"Low"
"15223",1,3,81132,2,2,5,2,3,1,0,0,1,6,"Low"
"15224",1,3,323069,6,3,6,5,1,2,0,880,7,1,"Low"
"15225",1,3,242984,2,1,1,1,1,1,0,0,1,1,"Low"
"15226",3,2,172684,1,2,2,2,1,1,0,0,1,3,"High"
"15227",1,3,103932,6,3,4,5,1,2,0,0,1,1,"Low"
"15228",2,1,431637,8,1,4,1,1,1,0,0,1,1,"Low"
"15229",1,3,188942,5,2,6,3,2,2,0,0,1,3,"Low"
"15230",1,4,170354,5,2,1,2,1,1,0,0,1,1,"High"
"15231",1,3,28518,2,2,6,2,1,1,0,0,1,1,"High"
"15232",2,1,193380,1,1,4,6,1,1,0,0,1,1,"Low"
"15233",1,3,175942,2,2,3,2,1,1,0,0,1,1,"High"
"15234",1,2,53956,2,3,2,5,1,1,0,0,1,1,"Low"
"15235",2,3,120773,2,1,1,1,1,2,0,0,1,1,"Low"
"15236",2,3,96219,1,2,5,3,1,2,0,0,2,1,"Low"
"15237",2,3,104164,2,1,3,4,1,1,0,0,1,1,"Low"
"15238",2,3,190429,5,1,6,1,1,2,0,0,2,1,"Low"
"15240",1,2,228660,5,2,3,2,1,1,0,1977,3,1,"High"
"15241",1,3,368757,5,2,3,2,1,1,0,0,1,1,"Low"
"15242",1,3,220563,3,3,3,1,1,1,0,0,1,1,"Low"
"15243",1,3,233571,6,2,7,3,1,2,0,0,1,1,"High"
"15244",1,3,187847,2,3,3,4,1,1,0,0,1,1,"Low"
"15245",1,3,84298,5,2,6,2,1,1,7688,0,1,1,"High"
"15246",1,2,254303,5,3,5,1,1,1,0,0,1,1,"Low"
"15247",2,3,109611,3,2,3,3,1,2,0,0,1,7,"Low"
"15248",1,3,189183,2,2,1,2,1,1,0,0,1,1,"Low"
"15249",1,3,206951,1,2,4,2,1,1,0,0,1,1,"High"
"15250",1,3,282882,2,1,6,5,2,2,0,0,1,1,"Low"
"15251",1,3,377061,1,2,7,2,1,1,0,0,1,1,"High"
"15252",1,3,209906,3,2,5,2,2,1,0,0,1,3,"Low"
"15253",1,1,176059,4,3,4,5,1,2,0,0,1,1,"Low"
"15254",1,3,279015,4,2,2,2,1,1,0,2415,9,9,"High"
"15255",2,3,347292,2,1,3,1,1,1,0,0,1,1,"Low"
"15256",2,3,277314,2,3,3,1,2,1,0,0,1,1,"Low"
"15258",1,3,341439,4,1,2,1,1,2,0,0,1,1,"High"
"15259",1,3,209460,5,2,3,2,1,1,0,1485,11,1,"Low"
"15260",1,3,114263,1,3,2,1,1,2,0,0,1,7,"High"
"15261",1,3,230899,3,3,3,5,1,2,0,0,1,3,"Low"
"15262",1,3,271767,1,1,2,1,1,1,0,0,1,1,"High"
"15263",1,4,20956,1,2,3,2,1,1,0,1740,3,1,"Low"
"15264",1,3,39986,3,2,3,2,1,1,0,0,1,1,"Low"
"15265",3,1,45784,5,1,4,6,1,2,0,0,2,1,"Low"
"15266",1,3,126991,2,3,5,5,2,2,0,0,2,1,"Low"
"15268",1,3,207676,5,1,3,4,2,1,0,0,1,1,"Low"
"15269",2,1,413345,5,2,4,3,1,2,0,0,1,1,"Low"
